区域,地段,小区,空间,面积,朝向,装修,楼层,建成时间,单价每平,总价
沙坪坝,大学城,富力城新壹站,2室1厅,73.66平米,西,精装,低楼层(共34层),2019年建,"14,662元/平",108.0
沙坪坝,石桥铺,逸静花开香地,2室1厅,67.15平米,南,简装,高楼层(共30层),2012年建,"13,850元/平",93.0
沙坪坝,石桥铺,南方新城北苑,3室1厅,102.02平米,东南,精装,中楼层(共11层),2005年建,"10,587元/平",108.0
沙坪坝,大学城,宝嘉花与山,2室1厅,65.18平米,南,精装,高楼层(共18层),2013年建,"12,581元/平",82.0
沙坪坝,西永,熙地锦绣城,3室2厅,98.69平米,南,精装,高楼层(共26层),2015年建,"12,666元/平",125.0
沙坪坝,西永,龙湖•好城时光,3室1厅,65.93平米,北,毛坯,32层,2015年建,"16,382元/平",108.0
沙坪坝,天星桥,蓝溪谷地,3室2厅,123.38平米,北,毛坯,高楼层(共33层),2006年建,"10,942元/平",135.0
沙坪坝,磁器口,国富沙磁巷,3室1厅,83.59平米,东南,毛坯,46层,2017年建,"14,476元/平",121.0
沙坪坝,西永,龙湖•好城时光,3室2厅,92.07平米,东,毛坯,31层,2015年建,"16,510元/平",152.0
沙坪坝,大学城,金科廊桥水乡E区,2室2厅,67.11平米,东南,毛坯,中楼层(共30层),2011年建,"10,729元/平",72.0
沙坪坝,磁器口,国富沙磁巷,3室1厅,104.75平米,南,毛坯,30层,2017年建,"16,802元/平",176.0
沙坪坝,西永,龙湖•好城时光,3室2厅,67.32平米,东南,精装,34层,2015年建,"18,569元/平",125.0
沙坪坝,石桥铺,南方新城北苑,2室2厅,109.98平米,东南,精装,中楼层(共11层),2005年建,"9,820元/平",108.0
沙坪坝,大学城,天骄名城一期,2室1厅,66.01平米,北,精装,低楼层(共33层),2013年建,"10,575元/平",69.8
沙坪坝,梨树湾,融汇温泉城童话里,3室2厅,94.15平米,东南,精装,低楼层(共33层),2017年建,"15,826元/平",149.0
沙坪坝,梨树湾,融汇温泉城童话里,3室1厅,84.14平米,北,精装,33层,2014年建,"15,451元/平",130.0
沙坪坝,双碑,融创滨江壹号一期,3室2厅,101.57平米,东南,精装,26层,2017年建,"16,541元/平",168.0
沙坪坝,大学城,金科廊桥水乡E区,2室1厅,74平米,南,精装,高楼层(共18层),2011年建,"11,892元/平",88.0
沙坪坝,西永,金科•天宸七街区,3室2厅,77.68平米,西,精装,高楼层(共11层),2015年建,"16,865元/平",131.0
沙坪坝,大学城,贝蒙天地,2室2厅,73.89平米,北,精装,高楼层(共21层),2013年建,"12,587元/平",93.0
沙坪坝,大学城,富力城二期第一区,2室2厅,82.82平米,南,毛坯,低楼层(共33层),2012年建,"10,867元/平",90.0
沙坪坝,大学城,富力城幸福里C区,3室2厅,98.12平米,南 西南,精装,高楼层(共27层),2009年建,"10,804元/平",106.0
沙坪坝,大学城,金科廊桥水乡D区,2室2厅,74.67平米,东南,精装,18层,2011年建,"11,317元/平",84.5
沙坪坝,大学城,富力城倾城里,3室2厅,79.02平米,东,精装,高楼层(共30层),2016年建,"12,529元/平",99.0
沙坪坝,沙滨路,金沙港湾,2室2厅,91.6平米,西南,其他,高楼层(共31层),2003年建,"11,462元/平",104.99
沙坪坝,梨树湾,融汇温泉城锦华里,2室1厅,76.2平米,东南,毛坯,33层,2012年建,"15,092元/平",115.0
沙坪坝,天星桥,都市花园中路,5室3厅,270.93平米,南,精装,16层,2004年建,"6,275元/平",170.0
沙坪坝,大学城,金科廊桥水乡D区,5室2厅,320平米,南,精装,低楼层(共6层),2011年建,"7,750元/平",248.0
沙坪坝,大学城,金科廊桥水乡D区,4室1厅,308.98平米,南,毛坯,低楼层(共5层),2011年建,"6,312元/平",195.0
沙坪坝,大学城,东方剑桥,3室2厅,126.78平米,东北,精装,低楼层(共28层),2010年建,"10,097元/平",128.0
沙坪坝,磁器口,国富沙磁巷,3室2厅,83.09平米,东南,精装,46层,2017年建,"15,044元/平",125.0
沙坪坝,石桥铺,南方新城北苑,3室2厅,126.24平米,南,精装,高楼层(共11层),2005年建,"9,966元/平",125.8
沙坪坝,大学城,富力城春天里B区,4室1厅,152.68平米,东南,精装,低楼层(共31层),2009年建,"9,563元/平",146.0
沙坪坝,大学城,金科廊桥天都,3室1厅,93.01平米,东南,精装,34层,2014年建,"11,612元/平",108.0
沙坪坝,大学城,维多利亚D区,4室2厅,172.93平米,南,精装,1层,2012年建,"19,951元/平",345.0
沙坪坝,沙滨路,财信沙滨城市,3室1厅,117.9平米,南,精装,高楼层(共32层),2014年建,"15,522元/平",183.0
沙坪坝,梨树湾,融汇温泉城圣地亚南区,3室2厅,87.28平米,南,精装,32层,2014年建,"14,666元/平",128.0
沙坪坝,沙滨路,保利康桥,3室1厅,107.71平米,北,精装,33层,2009年建,"13,184元/平",142.0
沙坪坝,双碑,首创嘉陵岸,4室2厅,112.66平米,东南 南,精装,低楼层(共17层),2019年建,"16,422元/平",185.0
沙坪坝,石桥铺,南方新城香榭里,2室2厅,63.47平米,南,精装,高楼层(共11层),2002年建,"13,078元/平",83.0
沙坪坝,大学城,协信城立方西一期,2室2厅,72.04平米,北,精装,低楼层(共26层),2014年建,"11,786元/平",84.9
沙坪坝,西永,金科天宸八街区,3室2厅,85.15平米,南,毛坯,中楼层(共15层),2015年建,"16,442元/平",140.0
沙坪坝,大学城,康田漫城,2室1厅,80.87平米,南,精装,中楼层(共25层),2012年建,"11,253元/平",91.0
沙坪坝,大学城,北麓国际城,2室1厅,47.2平米,东北,简装,低楼层(共32层),2014年建,"11,017元/平",52.0
沙坪坝,大学城,协信城立方西二期,2室1厅,65.26平米,南,毛坯,中楼层(共25层),2018年建,"11,953元/平",78.0
沙坪坝,大学城,北麓国际城,2室1厅,47.13平米,西南,精装,低楼层(共32层),2014年建,"11,776元/平",55.5
沙坪坝,西永,重庆融创万达文化旅游城御林,3室2厅,82.34平米,南,毛坯,中楼层(共33层),2018年建,"12,267元/平",101.0
沙坪坝,小龙坎,诺丁阳光,2室1厅,85平米,东南,精装,33层,2009年建,"14,824元/平",126.0
沙坪坝,西永,重庆融创万达文化旅游城御林,2室2厅,70.1平米,北,其他,中楼层(共32层),2018年建,"12,554元/平",88.0
沙坪坝,杨公桥,华宇星云汇星领地,3室1厅,75.24平米,东,简装,低楼层(共31层),2016年建,"14,222元/平",107.0
沙坪坝,西永,美的金科郡,3室2厅,106.39平米,南,精装,8层,2015年建,"17,859元/平",190.0
沙坪坝,渝碚路,向乐村,3室1厅,93.32平米,东南,其他,高楼层(共10层),2000年建,"7,823元/平",73.0
沙坪坝,大学城,康田漫城,1室1厅,53.89平米,南,精装,高楼层(共27层),2012年建,"10,206元/平",55.0
沙坪坝,大学城,富力城二期第一区,2室1厅,85.14平米,北,精装,低楼层(共33层),2012年建,"11,746元/平",100.0
沙坪坝,大学城,北麓国际城,2室1厅,46.68平米,东 东南,精装,中楼层(共32层),2013年建,"11,097元/平",51.8
沙坪坝,大学城,书香溪墅,3室2厅,77.24平米,南 北,毛坯,中楼层(共8层),2017年建,"12,792元/平",98.8
沙坪坝,西永,重庆融创万达文化旅游城御林,2室1厅,83平米,东南,毛坯,高楼层(共32层),2018年建,"12,410元/平",103.0
沙坪坝,大学城,金科廊桥天都,3室1厅,65.94平米,东,简装,低楼层(共15层),2012年建,"11,526元/平",76.0
沙坪坝,大学城,富力城天禧,3室1厅,91.98平米,南,精装,低楼层(共33层),2019年建,"13,047元/平",120.0
沙坪坝,大学城,金科廊桥水乡E区,3室2厅,101.43平米,东南,毛坯,中楼层(共30层),2011年建,"11,043元/平",112.0
沙坪坝,大学城,金科廊桥水乡E区,2室2厅,82.98平米,东南,精装,高楼层(共30层),2011年建,"11,075元/平",91.9
沙坪坝,西永,重庆融创万达文化旅游城御林,3室1厅,80.3平米,西北,精装,中楼层(共33层),2018年建,"15,194元/平",122.0
沙坪坝,大学城,金科廊桥天都,2室1厅,70.21平米,北,精装,14层,2012年建,"11,509元/平",80.8
沙坪坝,西永,金科·天宸二街区,3室2厅,86.63平米,南,精装,高楼层(共26层),2015年建,"14,661元/平",127.0
沙坪坝,小龙坎,黄桷园(沙坪坝),4室2厅,171.26平米,东南,其他,中楼层(共22层),2003年建,"10,511元/平",180.0
沙坪坝,杨公桥,龙凤云洲,3室1厅,83.29平米,南 北,精装,高楼层(共31层),2010年建,"14,768元/平",123.0
沙坪坝,大学城,中渝春华秋实三期,1室1厅,42.08平米,东南,精装,低楼层(共31层),2016年建,"8,080元/平",34.0
沙坪坝,大学城,贝蒙天地,1室0厅,32平米,东,毛坯,中楼层(共23层),2013年建,"5,250元/平",16.8
沙坪坝,梨树湾,融汇温泉城童话里,3室1厅,84.4平米,南,精装,33层,2018年建,"14,811元/平",125.0
沙坪坝,石桥铺,大城小爱,1室1厅,52.09平米,北,精装,34层,2010年建,"13,823元/平",72.0
沙坪坝,大学城,西永9号,3室2厅,74.31平米,南 北,毛坯,高楼层(共27层),2019年建,"12,744元/平",94.7
沙坪坝,沙滨路,美丽山水,2室1厅,106.6平米,东南,精装,低楼层(共29层),2008年建,"12,196元/平",130.0
沙坪坝,西永,硅谷翠庭,5室2厅,261平米,南,毛坯,低楼层(共7层),2014年建,"6,514元/平",170.0
沙坪坝,工人村,众科天一阁,2室1厅,20.39平米,南,精装,中楼层(共21层),2008年建,"20,991元/平",42.8
沙坪坝,大学城,富力城蝶花岸E区,2室1厅,80.88平米,南,精装,低楼层(共22层),2008年建,"10,139元/平",82.0
沙坪坝,杨公桥,金鹏小区,2室1厅,68.59平米,南,简装,中楼层(共8层),2005年建,"7,290元/平",50.0
沙坪坝,凤天路,凤鸣香山小区,1室1厅,51.72平米,东,精装,低楼层(共32层),2008年建,"10,828元/平",56.0
沙坪坝,天星桥,时代YOHO,1室1厅,44.4平米,南,精装,高楼层(共35层),2003年建,"11,712元/平",52.0
沙坪坝,大学城,龙湖U城一组团,1室0厅,46.68平米,南,精装,高楼层(共34层),2013年建,"11,312元/平",52.8
沙坪坝,大学城,运动技术学院职工住宅,2室2厅,88.53平米,北,精装,高楼层(共16层),2011年建,"7,230元/平",64.0
沙坪坝,西永,硅谷翠庭,6室2厅,285.39平米,南,毛坯,低楼层(共7层),2010年建,"7,008元/平",200.0
沙坪坝,大学城,富力城瀚湖A区,1室0厅,48.21平米,北,精装,中楼层(共32层),2009年建,"8,920元/平",43.0
沙坪坝,劳动路,宏浩大厦,2室1厅,55.2平米,南,精装,中楼层(共16层),2000年建,"8,515元/平",47.0
沙坪坝,双碑,汇景雅居,1室1厅,43.99平米,北,毛坯,高楼层(共13层),2011年建,"7,957元/平",35.0
沙坪坝,双碑,宏城名都,2室2厅,79.49平米,南 北,精装,中楼层(共32层),2013年建,"10,190元/平",81.0
沙坪坝,小龙坎,诺丁阳光,3室2厅,96.48平米,东南,精装,32层,2009年建,"11,796元/平",113.8
沙坪坝,梨树湾,上筑融汇国际温泉,2室2厅,78.5平米,南,简装,24层,2009年建,"12,102元/平",95.0
沙坪坝,石桥铺,逸静花开香地,2室1厅,66.55平米,东,精装,中楼层(共32层),2012年建,"13,073元/平",87.0
沙坪坝,石桥铺,大城小爱,1室1厅,52.08平米,南,精装,34层,2010年建,"14,113元/平",73.5
沙坪坝,沙滨路,水塔村,2室1厅,53.88平米,南,精装,低楼层(共13层),2000年建,"9,095元/平",49.0
沙坪坝,大学城,中渝春华秋实一期,1室1厅,42.32平米,南,精装,高楼层(共30层),2012年建,"7,207元/平",30.5
沙坪坝,大学城,富力城瀚湖A区,2室1厅,84.17平米,西北,精装,高楼层(共31层),2009年建,"10,337元/平",87.0
沙坪坝,大学城,盛豪首港城,2室1厅,77.02平米,东南,精装,低楼层(共30层),2015年建,"9,998元/平",77.0
沙坪坝,凤天路,金阳易城国际,2室2厅,90.92平米,东南,简装,低楼层(共34层),2008年建,"14,409元/平",131.0
沙坪坝,大学城,富力城瀚湖A区,2室1厅,82.49平米,南,简装,低楼层(共32层),2008年建,"10,184元/平",84.0
沙坪坝,大学城,富力城二期第一区,1室1厅,57.82平米,南,精装,高楼层(共33层),2012年建,"10,343元/平",59.8
沙坪坝,沙正街,郁金香国际公寓,1室0厅,36.26平米,南,简装,中楼层(共34层),2014年建,"16,548元/平",60.0
沙坪坝,杨公桥,光华阳光水城一期,2室1厅,55.6平米,东,精装,高楼层(共11层),2005年建,"12,231元/平",68.0
沙坪坝,石桥铺,中房千寻,2室1厅,78.09平米,南,精装,32层,2011年建,"13,639元/平",106.5
沙坪坝,凤天路,万科金色悦城一期,2室1厅,77.04平米,西,精装,28层,2015年建,"14,928元/平",115.0
沙坪坝,凤天路,欣怡佳苑,2室1厅,72平米,北 南,简装,低楼层(共33层),2010年建,"13,167元/平",94.8
沙坪坝,大学城,西城的湖,2室1厅,69平米,南,精装,中楼层(共14层),2013年建,"10,116元/平",69.8
沙坪坝,梨树湾,融汇温泉城圣地亚南区,3室1厅,83.77平米,南,精装,33层,2014年建,"14,922元/平",125.0
沙坪坝,天星桥,蓝溪谷地,4室1厅,134.96平米,南 西南,精装,高楼层(共33层),2006年建,"12,004元/平",162.0
沙坪坝,沙正街,时代菁英,1室1厅,51平米,南,精装,中楼层(共30层),2004年建,"16,667元/平",85.0
沙坪坝,陈家桥,龙湖开元晶蓝I期,4室2厅,161.36平米,东,毛坯,中楼层(共16层),2018年建,"17,595元/平",283.9
沙坪坝,西永,首创光和城三期,2室2厅,83.25平米,南,毛坯,中楼层(共26层),2016年建,"14,655元/平",122.0
沙坪坝,大学城,龙湖睿城,1室1厅,51.7平米,西,精装,低楼层(共22层),2008年建,"11,026元/平",57.0
沙坪坝,沙正街,学林雅园,4室2厅,182.8平米,南 北,简装,中楼层(共16层),2002年建,"14,169元/平",259.0
沙坪坝,西永,重庆融创万达文化旅游城御林,3室2厅,82.99平米,南,精装,低楼层(共33层),2018年建,"13,014元/平",108.0
九龙坡,蟠龙,联发欣悦,3室1厅,92.02平米,东南,毛坯,34层,2017年建,"13,041元/平",120.0
九龙坡,石桥铺,远洋城,3室1厅,79.41平米,南,精装,34层,2018年建,"17,379元/平",138.0
九龙坡,石桥铺,华宇静园,3室2厅,145.47平米,东南,简装,10层,2000年建,"6,531元/平",95.0
九龙坡,蟠龙,奥园盘龙壹号,3室2厅,96.2平米,东南,毛坯,30层,2015年建,"14,554元/平",140.0
九龙坡,彩云湖,兴茂盛世国际,3室2厅,112.81平米,东北,精装,33层,2014年建,"14,361元/平",162.0
九龙坡,马王乡,北大资源燕南,3室2厅,90.9平米,东南,简装,33层,2015年建,"14,302元/平",130.0
九龙坡,谢家湾,奥园康城C区,3室2厅,96.2平米,东,简装,33层,2009年建,"11,643元/平",112.0
九龙坡,巴国城,广田巴国绿云,3室1厅,81.62平米,东,简装,18层,2008年建,"12,742元/平",104.0
九龙坡,石桥铺,同心家园B组团,3室2厅,98.6平米,东南,精装,32层,2011年建,"12,881元/平",127.0
九龙坡,马王乡,北大资源燕南,3室1厅,65.16平米,东南,精装,33层,2016年建,"14,273元/平",93.0
九龙坡,杨家坪,保利花半里玫瑰园,3室2厅,97.43平米,东南 南,精装,33层,2014年建,"19,810元/平",193.0
九龙坡,谢家湾,华宇春江花月,3室1厅,91.43平米,东,精装,32层,2010年建,"14,110元/平",129.0
九龙坡,石桥铺,恒鑫名城三期,2室2厅,65.46平米,南,简装,34层,2015年建,"12,986元/平",85.0
九龙坡,蟠龙,鲁能九龙花园,3室1厅,70.52平米,东,精装,32层,2016年建,"18,648元/平",131.5
九龙坡,石桥铺,天鸿龙宇金座,2室1厅,47平米,南,其他,30层,2012年建,"12,447元/平",58.5
九龙坡,杨家坪,东原九城时光,2室1厅,74.3平米,西南,精装,34层,2015年建,"18,170元/平",135.0
九龙坡,华岩,美每家美华星都,3室2厅,82.43平米,东南,精装,31层,2017年建,"12,132元/平",100.0
九龙坡,华岩,恒大雅苑,3室1厅,106.27平米,东南,精装,18层,2012年建,"10,163元/平",108.0
九龙坡,石坪桥,保利爱尚里尚美,3室2厅,97平米,北,精装,33层,2016年建,"16,186元/平",157.0
九龙坡,石坪桥,金桥彼岸,5室2厅,306平米,东 南,毛坯,高楼层(共27层),2007年建,"6,929元/平",212.0
九龙坡,华岩,海兰云天畔山林语,4室2厅,127平米,东南,精装,33层,2010年建,"10,788元/平",137.0
九龙坡,巴国城,巴国龙庭,4室2厅,124.02平米,东南,毛坯,32层,2015年建,"12,418元/平",154.0
九龙坡,蟠龙,奥园盘龙壹号,3室2厅,90.23平米,南,精装,33层,2015年建,"14,630元/平",132.0
九龙坡,马王乡,福星颐美名阁,3室1厅,61.85平米,南,精装,17层,2008年建,"12,773元/平",79.0
九龙坡,白市驿,金凤苑A区,4室2厅,131.44平米,南,毛坯,低楼层(共32层),2015年建,"10,119元/平",133.0
九龙坡,大坪,丽水菁苑,3室2厅,137.95平米,南,简装,7层,2003年建,"9,062元/平",125.0
九龙坡,巴国城,金科西城大院,2室1厅,71.69平米,东,精装,34层,2010年建,"13,252元/平",95.0
九龙坡,彩云湖,恒基雍翠名门,3室2厅,108.22平米,东南,精装,33层,2014年建,"16,818元/平",182.0
九龙坡,巴国城,巴国公馆,2室1厅,86.5平米,南,精装,21层,2006年建,"10,000元/平",86.5
九龙坡,谢家湾,华润二十四城,3室2厅,126.55平米,东南,精装,中楼层(共33层),2011年建,"20,230元/平",256.0
九龙坡,华岩,和泓四季B3区,2室1厅,52.48平米,东南,精装,31层,2016年建,"10,195元/平",53.5
九龙坡,华岩,华宇锦绣花城,3室2厅,86平米,南,精装,高楼层(共26层),2014年建,"11,861元/平",102.0
九龙坡,谢家湾,盛美居,3室1厅,115.71平米,南,精装,34层,2011年建,"10,268元/平",118.8
九龙坡,石桥铺,华宇名都小区,3室2厅,158.63平米,东北,精装,14层,2003年建,"11,032元/平",175.0
九龙坡,蟠龙,万科西城一期,3室2厅,94.54平米,北,精装,33层,2016年建,"13,646元/平",129.0
九龙坡,石桥铺,蜜城,3室1厅,112.84平米,东南,简装,34层,2013年建,"11,521元/平",130.0
九龙坡,杨家坪,桃源佳景,5室2厅,180.05平米,东南,精装,15层,2011年建,"8,332元/平",150.0
九龙坡,石桥铺,远洋城,3室2厅,80平米,北,其他,34层,2018年建,"15,438元/平",123.5
九龙坡,巴国城,金科西城大院,1室1厅,41.58平米,北,精装,17层,2011年建,"12,266元/平",51.0
九龙坡,二郎,晋愉V时代,2室2厅,79.98平米,西南,毛坯,29层,2017年建,"14,379元/平",115.0
九龙坡,华岩,和泓四季A区,3室2厅,91.64平米,东南,精装,高楼层(共32层),2016年建,"10,367元/平",95.0
九龙坡,石桥铺,远洋香派,3室1厅,73.21平米,东南,精装,32层,2017年建,"14,753元/平",108.0
九龙坡,石坪桥,绿洲华府,2室2厅,87平米,东南,精装,33层,2010年建,"11,265元/平",98.0
九龙坡,华岩,西苑六号,2室2厅,83.56平米,东南 南,精装,31层,2015年建,"10,891元/平",91.0
九龙坡,马王乡,龙泉苑,2室1厅,71平米,南 北,精装,29层,2012年建,"10,212元/平",72.5
九龙坡,蟠龙,万科西城二期,2室1厅,53.25平米,南,精装,33层,2017年建,"16,339元/平",87.0
九龙坡,华岩,金科阳光小镇六期,3室1厅,69.78平米,南,精装,34层,2012年建,"9,889元/平",69.0
九龙坡,石桥铺,恒鑫名城二期,3室2厅,107.01平米,东南,精装,33层,2010年建,"10,467元/平",112.0
九龙坡,杨家坪,祥瑞新城,2室1厅,62.99平米,东南 南,简装,34层,2013年建,"12,828元/平",80.8
九龙坡,马王乡,北大资源燕南,3室2厅,82.98平米,东,精装,33层,2017年建,"15,426元/平",128.0
九龙坡,华岩,和泓四季D区,3室2厅,87.14平米,西南 西,精装,低楼层(共31层),2017年建,"11,247元/平",98.0
九龙坡,马王乡,北大资源燕南,4室2厅,106.55平米,东南,毛坯,32层,2019年建,"13,985元/平",149.0
九龙坡,华岩,和泓四季D区,3室1厅,87.42平米,西,精装,高楼层(共31层),2017年建,"12,812元/平",112.0
九龙坡,谢家湾,聚金万佳苑,1室1厅,53.37平米,西,精装,低楼层(共33层),2007年建,"11,430元/平",61.0
九龙坡,彩云湖,金科云湖天都,3室1厅,103.92平米,南,精装,26层,2010年建,"11,644元/平",121.0
九龙坡,杨家坪,晋愉九龙湾,4室1厅,141.6平米,东南,精装,32层,2008年建,"9,252元/平",131.0
九龙坡,华岩,龙樾湾,3室2厅,110.85平米,东南,精装,中楼层(共12层),2016年建,"10,104元/平",112.0
九龙坡,谢家湾,华宇春江花月,3室2厅,88.55平米,南,精装,33层,2008年建,"13,665元/平",121.0
九龙坡,黄桷坪,保利心语花园,3室1厅,109平米,东南,精装,33层,2011年建,"13,487元/平",147.0
九龙坡,陈家坪,中国铁建玖城壹号,3室1厅,91.88平米,南 北,精装,33层,2017年建,"15,782元/平",145.0
九龙坡,华岩,美每家美华星都,3室1厅,82.87平米,南,精装,29层,2017年建,"11,223元/平",93.0
九龙坡,谢家湾,华宇春江花月,3室2厅,124.27平米,南,精装,32层,2008年建,"13,117元/平",163.0
九龙坡,谢家湾,大鼎城市花园,2室2厅,62.91平米,南,精装,26层,2009年建,"11,604元/平",73.0
九龙坡,陈家坪,中国铁建玖城壹号,3室2厅,75.1平米,南,精装,33层,2017年建,"18,909元/平",142.0
九龙坡,华岩,华宇锦绣花城,3室2厅,85.59平米,南 北,精装,中楼层(共26层),2015年建,"12,268元/平",105.0
九龙坡,袁家岗,金茂珑悦,2室1厅,81.66平米,西北,精装,33层,2016年建,"19,349元/平",158.0
九龙坡,华岩,华宇锦绣花城,3室2厅,80.4平米,西南 西,毛坯,高楼层(共26层),2015年建,"10,946元/平",88.0
九龙坡,华岩,金科阳光小镇五期,3室1厅,101平米,南,精装,34层,2013年建,"10,694元/平",108.0
九龙坡,华岩,金科阳光小镇四期,4室2厅,92.6平米,南 北,毛坯,6层,2009年建,"12,366元/平",114.5
九龙坡,华岩,恒大帝景,2室1厅,81.34平米,南,精装,24层,2014年建,"10,450元/平",85.0
九龙坡,蟠龙,华宇阳光尚座,2室2厅,74.76平米,东南,精装,31层,2016年建,"14,045元/平",105.0
九龙坡,蟠龙,鲁能九龙花园,3室2厅,74.31平米,东南,精装,32层,2016年建,"16,956元/平",126.0
九龙坡,蟠龙,万科西城一期,2室1厅,77平米,南,精装,33层,2016年建,"15,845元/平",122.0
九龙坡,蟠龙,华宇阳光尚座,3室1厅,70.6平米,南,精装,32层,2016年建,"15,298元/平",108.0
九龙坡,蟠龙,万科西城一期,3室1厅,95.21平米,东南,精装,33层,2016年建,"14,600元/平",139.0
九龙坡,蟠龙,奥园盘龙壹号,3室2厅,84.64平米,北,精装,33层,2015年建,"15,714元/平",133.0
九龙坡,石坪桥,阳光心悦,1室1厅,52.68平米,东,简装,26层,2007年建,"9,871元/平",52.0
九龙坡,华岩,金科阳光小镇六期,1室1厅,51.41平米,南,精装,34层,2012年建,"9,921元/平",51.0
九龙坡,石桥铺,斌鑫鼎航雅座,2室1厅,44.09平米,南,精装,27层,2014年建,"12,248元/平",54.0
九龙坡,毛线沟,安信家园二期,3室1厅,94.15平米,东南,精装,11层,2011年建,"10,197元/平",96.0
九龙坡,石桥铺,高柳馨园,2室2厅,67.48平米,东南,毛坯,28层,2017年建,"11,263元/平",76.0
九龙坡,华岩,金科阳光小镇五期,3室3厅,81平米,南,精装,34层,2012年建,"10,247元/平",83.0
九龙坡,巴国城,金科西城大院,2室2厅,71.35平米,东,精装,34层,2010年建,"13,736元/平",98.0
九龙坡,蟠龙,联发欣悦,2室2厅,66.51平米,东南,精装,21层,2017年建,"15,111元/平",100.5
九龙坡,石坪桥,华宇五环大厦,3室1厅,135.45平米,东,简装,20层,2002年建,"6,350元/平",86.0
九龙坡,马王乡,双龙苑小区,2室1厅,69.61平米,东,简装,低楼层(共7层),2000年建,"7,327元/平",51.0
九龙坡,石坪桥,望京有人醉,3室1厅,80.08平米,东南,精装,34层,2015年建,"13,237元/平",106.0
九龙坡,石桥铺,远洋城,3室2厅,87.92平米,东南,毛坯,31层,2018年建,"14,559元/平",128.0
九龙坡,石桥铺,天骄美茵河谷,4室1厅,175.36平米,南,精装,5层,2007年建,"8,668元/平",152.0
九龙坡,华岩,保利金香槟,3室1厅,66.43平米,南 北,其他,低楼层(共33层),2017年建,"10,387元/平",69.0
九龙坡,二郎,巴国锦苑,2室2厅,66.19平米,东南,简装,33层,2008年建,"10,803元/平",71.5
九龙坡,毛线沟,安信家园二期,2室1厅,82.5平米,南,精装,11层,2011年建,"8,849元/平",73.0
九龙坡,二郎,紫薇南苑,1室1厅,54.47平米,南,精装,23层,2007年建,"10,281元/平",56.0
九龙坡,大坪,丽水菁苑,2室2厅,88.25平米,西,精装,23层,2007年建,"12,918元/平",114.0
九龙坡,二郎,同心家园A组团,2室2厅,80.68平米,东南,简装,32层,2010年建,"10,660元/平",86.0
九龙坡,石坪桥,同创鸥翔云湖郡,2室1厅,67.15平米,东南,精装,高楼层(共25层),2010年建,"10,872元/平",73.0
九龙坡,毛线沟,筑锦尚堰A区,1室1厅,53.16平米,东南,毛坯,29层,2012年建,"10,159元/平",54.0
九龙坡,毛线沟,筑锦尚堰A区,2室2厅,72.72平米,南,精装,29层,2012年建,"10,727元/平",78.0
九龙坡,石桥铺,恒鑫名城三期,1室1厅,54.9平米,东南 南,精装,32层,2015年建,"13,662元/平",75.0
九龙坡,石坪桥,金洲大厦,1室1厅,41.35平米,南,精装,18层,2006年建,"10,158元/平",42.0
九龙坡,谢家湾,奥园康城C区,2室1厅,78.64平米,南 北,毛坯,33层,2009年建,"11,445元/平",90.0
九龙坡,二郎,隆鑫盛世普天,3室2厅,74.48平米,北,毛坯,20层,2017年建,"13,695元/平",102.0
九龙坡,石桥铺,半山七号,2室1厅,61.69平米,南,精装,高楼层(共30层),2012年建,"11,996元/平",74.0
九龙坡,石坪桥,隆鑫国际,2室1厅,62.47平米,东,精装,30层,2010年建,"13,927元/平",87.0
九龙坡,二郎,紫薇南苑,1室1厅,55.61平米,南,精装,32层,2007年建,"8,992元/平",50.0
九龙坡,杨家坪,珠江彩世界,1室0厅,60.83平米,东南,其他,24层,2005年建,"9,124元/平",55.5
九龙坡,袁家岗,上城奥悦,2室1厅,75.82平米,东南,精装,23层,2015年建,"13,585元/平",103.0
九龙坡,石坪桥,怡然苑,2室1厅,54平米,南,简装,中楼层(共27层),2000年建,"6,482元/平",35.0
九龙坡,谢家湾,华润二十四城嘉悦府,1室1厅,55.77平米,东,精装,42层,2016年建,"16,318元/平",91.0
九龙坡,彩云湖,金科云湖天都,2室2厅,83.7平米,西,精装,26层,2010年建,"11,948元/平",100.0
九龙坡,二郎,彩云小城,2室1厅,93.4平米,东南,精装,33层,2006年建,"10,172元/平",95.0
九龙坡,谢家湾,华宇春江花月,2室1厅,82.88平米,北,简装,33层,2009年建,"12,187元/平",101.0
九龙坡,二郎,玖隆城,1室1厅,51.73平米,南,精装,31层,2008年建,"11,599元/平",60.0
九龙坡,彩云湖,兴茂盛世国际,2室1厅,89.65平米,南,精装,18层,2015年建,"14,144元/平",126.8
九龙坡,石坪桥,港城静园,2室1厅,70.47平米,南,精装,低楼层(共20层),2003年建,"10,615元/平",74.8
九龙坡,谢家湾,华宇春江花月,2室2厅,84.8平米,南,精装,33层,2009年建,"12,618元/平",107.0
九龙坡,黄桷坪,广厦城蜜宫,2室1厅,72.2平米,北,精装,32层,2015年建,"13,020元/平",94.0
九龙坡,华岩,金科阳光小镇五期,2室1厅,80.43平米,北,精装,34层,2013年建,"11,190元/平",90.0
九龙坡,石桥铺,华宇名都小区,2室1厅,70.59平米,南,简装,33层,2008年建,"13,883元/平",98.0
九龙坡,石桥铺,建工新康桥,1室1厅,45平米,南,精装,18层,2004年建,"11,445元/平",51.5
